grupo_cliente,encoder_escolaridade,encoder_estado_civil,encoder_nascimento,encoder_renda,nascimento,renda,Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
0,0,2,1,9,1950-1960,51000-56000,405,254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0
1,0,2,1,3,1950-1960,21000-26000,406,4179,1959,Graduation,Together,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0
4,2,1,4,6,1980-1990,36000-41000,407,3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1
4,0,2,3,5,1970-1980,31000-36000,408,6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0
0,2,0,3,10,1970-1980,56000-61000,409,3075,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0
1,1,2,3,2,1970-1980,16000-21000,410,4992,1975,Master,Together,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1
2,1,0,2,7,1960-1970,41000-46000,412,7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0
4,0,2,4,5,1980-1990,31000-36000,414,3537,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0
1,0,1,2,4,1960-1970,26000-31000,415,10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0
3,0,2,2,12,1960-1970,61000-66000,416,2453,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0
3,0,1,1,14,1950-1960,71000-76000,417,7972,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0
0,1,2,2,8,1960-1970,46000-51000,419,1177,1966,Master,Together,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0
1,1,1,4,3,1980-1990,21000-26000,420,7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1
1,1,1,2,4,1960-1970,26000-31000,424,7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0
4,0,0,3,7,1970-1980,41000-46000,428,3083,1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0
1,1,0,2,4,1960-1970,26000-31000,431,10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0
0,2,0,2,9,1960-1970,51000-56000,432,2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0
4,0,1,3,5,1970-1980,31000-36000,433,6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0
1,0,0,3,1,1970-1980,11000-16000,437,3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1,0,1,3,4,1970-1980,26000-31000,439,5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0
3,2,2,1,12,1950-1960,61000-66000,440,9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0
3,0,0,3,14,1970-1980,71000-76000,444,701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0
3,1,0,3,15,1970-1980,76000-81000,446,4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0
1,0,2,4,4,1980-1990,26000-31000,447,6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0
0,2,2,1,8,1950-1960,46000-51000,448,4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0
3,0,2,1,12,1950-1960,61000-66000,450,2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0
0,0,2,2,10,1960-1970,56000-61000,453,55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0
1,0,0,4,2,1980-1990,16000-21000,454,7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0
1,1,2,1,1,1950-1960,11000-16000,456,8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1,0,0,1,2,1950-1960,16000-21000,457,10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0
4,2,2,3,7,1970-1980,41000-46000,458,8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1,2,0,2,4,1960-1970,26000-31000,460,11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0
0,2,0,2,10,1960-1970,56000-61000,462,9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0
0,2,1,3,9,1970-1980,51000-56000,464,2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0
3,2,0,2,16,1960-1970,81000-86000,466,4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1
2,0,2,1,6,1950-1960,36000-41000,468,10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0
3,0,2,2,12,1960-1970,61000-66000,469,6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0
3,2,2,4,15,1980-1990,76000-81000,471,10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0
3,0,1,3,12,1970-1980,61000-66000,473,143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0
2,1,2,1,7,1950-1960,41000-46000,474,450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0
4,0,1,5,5,1990-2000,31000-36000,478,8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
2,2,1,0,4,1940-1950,26000-31000,479,2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1
3,0,2,2,15,1960-1970,76000-81000,480,1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0
3,1,1,4,17,1980-1990,86000-91000,482,8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1
4,1,0,3,5,1970-1980,31000-36000,486,4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1
1,0,0,4,3,1980-1990,21000-26000,487,1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0
0,1,1,2,9,1960-1970,51000-56000,488,1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0
4,0,1,3,5,1970-1980,31000-36000,489,1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0
0,0,2,1,10,1950-1960,56000-61000,490,1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0
4,0,2,4,8,1980-1990,46000-51000,491,6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0
1,0,2,3,3,1970-1980,21000-26000,492,1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0
2,0,1,1,7,1950-1960,41000-46000,493,1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0
3,1,0,2,14,1960-1970,71000-76000,494,5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0
1,2,0,4,2,1980-1990,16000-21000,495,4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0
0,0,0,3,11,1970-1980,6000-11000,496,4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1
2,0,0,2,7,1960-1970,41000-46000,497,7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0
3,1,2,1,13,1950-1960,66000-71000,501,6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0
3,2,1,1,12,1950-1960,61000-66000,503,5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0
2,1,2,1,5,1950-1960,31000-36000,504,7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0
4,0,1,3,5,1970-1980,31000-36000,508,2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0
0,2,2,1,9,1950-1960,51000-56000,509,7938,1958,PhD,Together,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0
3,2,2,3,12,1970-1980,61000-66000,510,4012,1972,PhD,Together,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1
4,1,0,3,6,1970-1980,36000-41000,511,10470,1979,Master,Married,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0
2,2,0,1,6,1950-1960,36000-41000,512,6488,1959,PhD,Married,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0
3,0,1,2,15,1960-1970,76000-81000,514,6887,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0
4,2,1,3,5,1970-1980,31000-36000,515,7573,1978,PhD,Single,31626.0,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1
0,0,0,1,8,1950-1960,46000-51000,516,221,1955,Graduation,Married,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0
3,1,0,1,12,1950-1960,61000-66000,518,8786,1956,Master,Married,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0
3,0,0,3,14,1970-1980,71000-76000,519,10582,1979,Graduation,Married,72063.0,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0
4,0,0,3,5,1970-1980,31000-36000,520,2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0
2,0,2,1,7,1950-1960,41000-46000,521,6825,1953,Graduation,Together,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
2,2,1,2,6,1960-1970,36000-41000,522,1072,1965,PhD,Single,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0
0,1,1,1,9,1950-1960,51000-56000,523,2461,1955,Master,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0
4,0,2,3,6,1970-1980,36000-41000,524,10839,1976,Graduation,Together,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0
1,0,1,3,2,1970-1980,16000-21000,525,49,1970,Graduation,Single,20587.0,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0
1,0,0,3,4,1970-1980,26000-31000,526,4290,1972,Graduation,Married,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0
4,0,2,3,5,1970-1980,31000-36000,527,10219,1972,Graduation,Together,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1,1,2,2,2,1960-1970,16000-21000,529,1135,1960,Master,Together,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0
3,2,0,1,16,1950-1960,81000-86000,531,10446,1957,PhD,Married,82017.0,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1
1,0,1,1,2,1950-1960,16000-21000,532,3479,1950,Graduation,Single,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0
0,0,0,3,9,1970-1980,51000-56000,533,11075,1978,Graduation,Married,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0
0,0,1,2,8,1960-1970,46000-51000,534,4442,1961,Graduation,Single,46524.0,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0
2,1,1,2,7,1960-1970,41000-46000,535,199,1962,Master,Single,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0
3,2,0,1,13,1950-1960,66000-71000,536,6722,1954,PhD,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0
1,0,0,2,2,1960-1970,16000-21000,537,8523,1968,Graduation,Married,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0
3,1,0,3,12,1970-1980,61000-66000,538,310,1970,Master,Married,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0
2,0,0,1,5,1950-1960,31000-36000,540,236,1951,Graduation,Married,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0
0,1,0,3,10,1970-1980,56000-61000,542,7326,1971,Master,Married,56850.0,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0
0,0,0,1,9,1950-1960,51000-56000,543,7352,1957,Graduation,Married,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,0
1,0,0,4,4,1980-1990,26000-31000,544,2964,1981,Graduation,Married,26872.0,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,3,11,0
1,0,1,3,3,1970-1980,21000-26000,545,5585,1972,Graduation,Single,21359.0,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,1
0,1,0,1,9,1950-1960,51000-56000,546,3732,1955,Master,Married,52750.0,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0
3,2,2,3,12,1970-1980,61000-66000,547,11176,1970,PhD,Together,65968.0,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0
1,0,0,3,4,1970-1980,26000-31000,548,2986,1976,Graduation,Married,30772.0,1,1,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
3,0,0,3,12,1970-1980,61000-66000,549,3900,1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0
1,0,0,3,3,1970-1980,21000-26000,551,1143,1972,Graduation,Married,22063.0,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0
0,0,1,2,10,1960-1970,56000-61000,552,1,1961,Graduation,Single,57091.0,0,0,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1
1,0,0,2,3,1960-1970,21000-26000,553,3855,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0
1,0,2,4,2,1980-1990,16000-21000,556,6646,1984,Graduation,Together,16529.0,1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0
2,0,0,2,5,1960-1970,31000-36000,560,10402,1967,Graduation,Married,35441.0,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
0,1,1,3,8,1970-1980,46000-51000,561,6141,1972,Master,Single,49494.0,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0
2,0,2,1,5,1950-1960,31000-36000,563,4186,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0
4,0,0,3,6,1970-1980,36000-41000,564,368,1974,Graduation,Married,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0
4,0,1,4,5,1980-1990,31000-36000,565,3312,1988,Graduation,Single,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0
1,0,0,4,2,1980-1990,16000-21000,566,11121,1981,Graduation,Married,19419.0,1,0,2012-11-10,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,3,11,0
0,1,1,1,9,1950-1960,51000-56000,567,5935,1956,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0
0,0,1,2,8,1960-1970,46000-51000,568,2895,1963,Graduation,Single,49980.0,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0
0,0,1,3,8,1970-1980,46000-51000,570,7848,1974,Graduation,Single,49166.0,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,3,11,0
3,2,0,1,12,1950-1960,61000-66000,571,9477,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0
2,2,2,2,4,1960-1970,26000-31000,572,7186,1966,PhD,Together,30843.0,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,3,11,0
0,2,0,3,8,1970-1980,46000-51000,573,5794,1974,PhD,Married,46374.0,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,3,11,1
4,1,0,3,6,1970-1980,36000-41000,574,4877,1973,Master,Married,38576.0,0,1,2014-03-04,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2,0,2,2,6,1960-1970,36000-41000,576,3007,1966,Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1,0,2,2,3,1960-1970,21000-26000,578,4297,1969,Graduation,Together,23228.0,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
2,1,2,2,7,1960-1970,41000-46000,579,807,1969,Master,Together,44602.0,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0
0,0,0,4,11,1980-1990,6000-11000,580,9553,1987,Graduation,Married,7500.0,0,0,2013-01-09,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0
0,2,2,3,10,1970-1980,56000-61000,583,2036,1973,PhD,Together,57906.0,0,1,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0
2,1,1,2,7,1960-1970,41000-46000,584,115,1966,Master,Single,43456.0,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0
0,0,2,3,9,1970-1980,51000-56000,586,8687,1978,Graduation,Together,53172.0,0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0
1,0,2,3,4,1970-1980,26000-31000,587,2447,1979,Graduation,Together,30545.0,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,3,11,0
3,0,1,1,12,1950-1960,61000-66000,588,9353,1959,Graduation,Single,62450.0,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0
1,0,2,3,3,1970-1980,21000-26000,589,3623,1976,Graduation,Together,21675.0,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,3,11,0
4,0,0,4,6,1980-1990,36000-41000,591,10602,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0
1,0,1,3,3,1970-1980,21000-26000,593,8443,1972,Graduation,Single,24762.0,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,3,11,1
4,0,0,3,5,1970-1980,31000-36000,594,9653,1975,Graduation,Married,35797.0,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,3,11,0
2,0,0,1,7,1950-1960,41000-46000,598,8086,1959,Graduation,Married,42243.0,1,1,2013-12-11,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0
3,1,1,3,13,1970-1980,66000-71000,599,2930,1978,Master,Single,68092.0,0,0,2013-12-16,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,0
4,0,0,3,5,1970-1980,31000-36000,600,1928,1973,Graduation,Married,31814.0,1,0,2013-02-09,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,3,11,0
4,2,0,3,6,1970-1980,36000-41000,603,7037,1974,PhD,Married,37087.0,1,0,2013-08-11,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,3,11,0
0,0,2,3,10,1970-1980,56000-61000,606,2727,1973,Graduation,Together,57100.0,0,0,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,3,11,0
0,0,2,3,8,1970-1980,46000-51000,609,6534,1974,Graduation,Together,47889.0,1,0,2014-01-04,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,3,11,0
4,2,0,4,7,1980-1990,41000-46000,610,9485,1986,PhD,Married,45921.0,0,0,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,3,11,0
3,0,2,5,14,1990-2000,71000-76000,611,4654,1992,Graduation,Together,75114.0,0,0,2013-11-07,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,3,11,0
4,1,0,3,5,1970-1980,31000-36000,612,1048,1972,Master,Married,35641.0,1,0,2013-07-14,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,3,11,1
3,1,2,2,14,1960-1970,71000-76000,613,10505,1960,Master,Together,73113.0,0,0,2013-12-26,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,3,11,0
0,2,2,1,8,1950-1960,46000-51000,615,9972,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,3,11,0
2,1,1,2,6,1960-1970,36000-41000,616,4487,1969,Master,Single,39858.0,1,0,2013-01-24,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,3,11,1
2,2,0,0,5,1940-1950,31000-36000,617,4988,1948,PhD,Married,34469.0,1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,0
1,1,2,3,3,1970-1980,21000-26000,618,5871,1979,Master,Together,24401.0,0,0,2012-08-31,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,3,11,0
3,2,2,3,15,1970-1980,76000-81000,619,5303,1974,PhD,Together,79632.0,0,0,2014-04-08,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,3,11,0
4,0,1,4,8,1980-1990,46000-51000,620,538,1989,Graduation,Single,46107.0,1,0,2014-02-10,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,3,11,0
3,2,1,1,12,1950-1960,61000-66000,621,7922,1951,PhD,Single,64950.0,0,1,2012-08-12,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,3,11,0
4,2,2,3,5,1970-1980,31000-36000,623,6383,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0
0,0,1,3,9,1970-1980,51000-56000,624,3673,1971,Graduation,Single,55239.0,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,3,11,0
